,Molecule,A1,A2,Reduced mass,Electronic state,Te (cm^{-1}),omega_e (cm^{-1}),omega_ex_e (cm^{-1}),Be (cm^{-1}),alpha_e (cm^{-1}),De (10^{-7}cm^{-1}),Re (\AA),D0 (eV),IP (eV),Dipole moment (D),Frank-Condon factor,lambda00,recoil,N_photon,Reference,Date of reference,p1,g1,p2,g2,g1iso,g2iso,g_average,g1_lan_act,g2_lan_act,g1_lan_act_iso,g2_lan_act_iso,atom1,atom2,geometry,type1,type2,type,geometry_theta,e1,e2,n1,n2,sum_p,sum_g,diff_p,diff_g,product_p,product_g,Reduced_g,Reduced_p,g_average_lan_act,g_average_lan_act_iso,Re (\AA)^-1,Re (au),Re (au)^-1,Re (au)^2,Re (au)^-2,4*(np.pi**2)*Re (au),4*(np.pi**2)*Re (au)^-1,omega_e (au)^-2,4*(np.pi**2)*omega_e (au)^-2,omega_e (au),omega_e (au)^2,4*(np.pi**2)*omega_e (au)^2,K,sqrt(K),4*(np.pi**2)*omega_e (au),4*(np.pi**2)*Re (au)*omega_e (au)^2,ve1,ve2,log(D_e)/(R_e^3*Z_1*Z_2),ln(Re (\AA)),rcat,mu^(1/2)
434,BCl,35.0,11.0,8.369565217,X $^1\Sigma^+$,0,839.12,5.11,0.6838,0.00646,17.2,1.7159,5.5,,1.568,0.9433,272.1,3.16,39.0,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",3/1/1976 0:00,3.0,17.0,2.0,13.0,17.0,13.0,15.0,17.0,13.0,17,13,Cl,B,"B
Cl 1 BCl2
BCl2= 1.7159",Halogen,Metalloid,Metalloid-Halogen,B\nCl 1 BCl2\nBCl2= {0},17.0,5.0,6.0,18.0,5.0,30.0,1.0,0,6.0,169,7.366666666666666,1.2,15.0,15.0,0.5827845445538784,3.2425808238025344,0.3083963220467431,10.514330398891923,0.0951082914519585,128.0119598779578,0.007811770095179901,67117.56496350466,1700.1077813234479,0.003859952,1.4899229442303999e-05,0.0005881980019064148,0.004922961537464829,0.07016381929074862,0.15238479698877466,0.0019072795615807069,7.0,3.0,-9.563849220437453,0.5399377243094383,1.67647,2.8930200858272657
435,HoF,18.998,164.93,17.03568864,X,0,645.28,2.603,0.26295,0.00145,1.78,1.9399,5.57,,,0.5024,522.11,0.41,3.0,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",2/1/1975 0:00,2.0,17.0,6.0,,17.0,,,17.0,3.0,17,3,F,Ho,"Ho
F 1 HoF2
HoF2= 1.9399",F,Lanthanide,Lanthanide-F,Ho\nF 1 HoF2\nHoF2= {0},9.0,67.0,97.93,9.998000000000001,8.0,20.0,4.0,0,12.0,9,2.55,1.5,10.0,10.0,0.5154904892004742,3.665879445244208,0.2727858389607745,13.438672107063983,0.07441211393753361,144.723119626581,0.006909746021093454,113497.92646300892,2874.936062545769,0.002968288,8.810733650943999e-06,0.000347833822472732,0.005925588698106497,0.07697784550184876,0.11718331323400291,0.0012751168601635111,7.0,3.0,-11.878564302110009,0.6626364253549233,1.9102,4.1274312398875885
436,SiF,19.0,28.0,11.31914894,X $^2\Pi$,0,857.19,4.735,0.58121,0.00494,10.7,1.6011,5.57,7.28,0.985,0.9943,437.48,1.93,401.0,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",9/1/1977 0:00,2.0,17.0,3.0,14.0,17.0,14.0,15.5,17.0,14.0,17,14,F,Si,"Si
F 1 SiF2
SiF2= 1.6011",F,Metalloid,Metalloid-F,Si\nF 1 SiF2\nSiF2= {0},9.0,14.0,14.0,10.0,5.0,31.0,1.0,0,6.0,196,7.67741935483871,1.2,15.5,15.5,0.6245706077072013,3.025640280313677,0.330508555992759,9.154499105856624,0.10923590558441874,119.44749050678841,0.008371879524276555,64317.646561439804,1629.185019673654,0.003943074,1.5547832569476003e-05,0.0006138038270204033,0.006947736937985942,0.08335308595358627,0.1556663220168841,0.0018571495832436205,7.0,4.0,-9.737092415347147,0.47069089302587175,1.5719,3.3643942902103494
437,SrF,19.0,88.0,15.62616822,X $^2\Sigma^+$,0,502.4,2.27,0.25053,0.001546,2.49,2.07537,5.58,,3.4676,0.9811,663.48,0.56,120.0,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",10/1/1977 0:00,2.0,17.0,5.0,2.0,17.0,2.0,9.5,17.0,2.0,17,2,F,Sr,"Sr
F 1 SrF2
SrF2= 2.07537",F,Alkaline Earth Metal,Alkaline Earth Metal-F,Sr\nF 1 SrF2\nSrF2= {0},9.0,38.0,50.0,10.0,7.0,19.0,3.0,0,10.0,4,1.7894736842105263,1.4285714285714286,9.5,9.5,0.4818417920659931,3.9218806249169913,0.2549797139787154,15.381147636099291,0.0650146545406675,154.8296411049113,0.006458711606277045,187234.15506068146,4742.696552255315,0.00231104,5.3409058816e-06,0.00021085051277937357,0.0032947855819637512,0.05740022283897295,0.0912362022203742,0.0008269305408232379,7.0,2.0,-11.512173197045897,0.7301394510397552,2.0605,3.9529948418888683
438,SiSe,80.0,28.0,20.74074074,X,0,580.0,1.78,0.1920117,0.0007767,0.842,2.058324,5.64,,,,,,,,,4.0,16.0,3.0,14.0,16.0,14.0,15.0,16.0,14.0,16,14,Se,Si,"Si
Se 1 SiSe2
SiSe2= 2.058324",Nonmetal,Metalloid,Metalloid-Nonmetal,Si\nSe 1 SiSe2\nSiSe2= {0},34.0,14.0,14.0,46.0,7.0,30.0,1.0,0,12.0,196,7.466666666666667,1.7142857142857142,15.0,15.0,0.4858321624778218,3.8896683557156755,0.2570913272157379,15.129519917455887,0.06609595052954963,153.55795168939775,0.006512199394419533,140484.48039848145,3558.513459338234,0.002668,7.118223999999999e-06,0.0002810162196733595,0.005828484555980037,0.0763445122846432,0.10532841816842561,0.0010930598971063115,6.0,4.0,-11.807342850246783,0.7218920594226952,2.003,4.554200340345163
439,GeS,32.0,74.0,22.33962264,X,0,575.8,1.8,0.186565757,0.000749103,0.7883,2.012086,5.67,,,,,,,,,3.0,16.0,4.0,14.0,16.0,14.0,15.0,16.0,14.0,16,14,S,Ge,"Ge
S 1 GeS2
GeS2= 2.012086",Nonmetal,Metalloid,Metalloid-Nonmetal,Ge\nS 1 GeS2\nGeS2= {0},16.0,32.0,42.0,16.0,7.0,30.0,1.0,0,12.0,196,7.466666666666667,1.7142857142857142,15.0,15.0,0.49699664924859077,3.8022912054557647,0.2629993196115904,14.457418411086252,0.06916864211615949,150.10844006235828,0.00666185059004396,142541.39854183927,3610.6158045733373,0.0026486799999999996,7.015505742399998e-06,0.0002769610654042347,0.0061872056871029625,0.07865879281493558,0.10456569514030943,0.0010530866232401803,6.0,4.0,-11.806784375145437,0.6991719948627811,2.003,4.72648099964445
440,CF,19.0,12.0,7.35483871,X $^2\Pi$,0,1308.1,11.1,1.4172,0.0184,65.0,1.2718,5.67,9.2,0.65,0.1104,234.23,5.47,1.0,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",11/1/1974 0:00,2.0,17.0,2.0,14.0,17.0,14.0,15.5,17.0,14.0,17,14,F,C,"C
F 1 CF2
CF2= 1.2718",F,Nonmetal,Nonmetal-F,C\nF 1 CF2\nCF2= {0},9.0,6.0,6.0,10.0,4.0,31.0,0.0,0,4.0,196,7.67741935483871,1.0,15.5,15.5,0.7862871520679352,2.403353512274645,0.4160852720553597,5.776108104962872,0.17312695362138272,94.88059360847761,0.010539563065198295,27618.649928364495,699.5885753363145,0.00601726,3.62074179076e-05,0.0014294115645317224,0.010513091507339575,0.1025333677752739,0.2375519031139958,0.00343538130410331,7.0,4.0,-8.18122747163537,0.2404332198511704,1.20752,2.7119805880573704
441,BaO,16.0,138.0,14.33766234,X $^1\Sigma^+$,0,669.76,2.028,0.31261,0.00139,2.724,1.939692,5.79,6.91,7.955,0.0098,594.98,0.44,0.0,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",9/1/1976 0:00,2.0,16.0,6.0,2.0,16.0,2.0,9.0,16.0,2.0,16,2,O,Ba,"Ba
O 1 BaO2
BaO2= 1.939692",Nonmetal,Alkaline Earth Metal,Alkaline Earth Metal-Nonmetal,Ba\nO 1 BaO2\nBaO2= {0},8.0,56.0,82.0,8.0,8.0,18.0,4.0,0,12.0,4,1.7777777777777777,1.5,9.0,9.0,0.5155457670599249,3.6654863822385835,0.2728150907463693,13.435790418376499,0.0744280737389497,144.7076021211001,0.006910486977478483,105352.76138514493,2668.616620882916,0.003080896,9.491920162816e-06,0.0003747259880548704,0.005372694686753605,0.07329866770108175,0.12162889888359439,0.0013735530062860255,6.0,2.0,-11.54238141684076,0.6625291975844777,1.9102,3.7865105757147965
442,BeF,19.0,9.0,6.107142857,X $^2\Sigma^+$,0,1247.36,9.12,1.48893,0.0176,8.28,1.361,5.85,,1.358,0.8903,300.9,4.71,19.0,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",4/1/1976 0:00,2.0,17.0,2.0,2.0,17.0,2.0,9.5,17.0,2.0,17,2,F,Be,"Be
F 1 BeF2
BeF2= 1.361",F,Alkaline Earth Metal,Alkaline Earth Metal-F,Be\nF 1 BeF2\nBeF2= {0},9.0,4.0,5.0,10.0,4.0,19.0,0.0,0,4.0,4,1.7894736842105263,1.0,9.5,9.5,0.7347538574577517,2.571917070455883,0.38881502498163595,6.614757417302371,0.15117712365147015,101.53521615123292,0.009848799637266122,30373.910606106947,769.3801436143284,0.0057378559999999995,3.292299147673599e-05,0.0012997476063032838,0.007937744309737949,0.0890940194947896,0.2265214753216679,0.003342843055935588,7.0,2.0,-7.947869331477578,0.30821972366932904,1.20752,2.4712634131148383
443,HF,18.998,1.0,0.949994999,X $^1\Sigma^+$,0,4138.32,89.88,20.9557,0.798,21.51,0.916808,5.869,16.039,,,,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",1/1/1977 0:00,2.0,17.0,1.0,1.0,17.0,1.0,9.0,17.0,1.0,17,1,F,H,"H
F 1 HF2
HF2= 0.916808",F,H,H-F,H\nF 1 HF2\nHF2= {0},9.0,1.0,0.0,9.998000000000001,3.0,18.0,1.0,0,2.0,1,0.9444444444444444,0.6666666666666666,9.0,9.0,1.0907409184911128,1.732515904137044,0.5771952786188674,3.001611358087799,0.3331543896599119,68.3969863697131,0.014620527205608146,2759.536843265708,69.89988481608049,0.019036272,0.000362379651657984,0.01430617521947547,0.013590794913319423,0.11657956473293003,0.7515218956461365,0.024785676095112515,7.0,1.0,-5.373101577848539,-0.08685720705624293,0.74144,0.9746768690186507
444,TiF,19.0,48.0,13.6119403,X $^4 \Phi_{3/2}$,0,650.60096,3.2,0.365963,0.0024921,4.1247,1.8311,5.898,,2.8,0.633628372,111133.1782,0.013910164,5.0,"[1]Imajo, T., Kobayashi, Y., Nakashima, Y., Tanaka, K. and Tanaka, T., 2005. Fourier transform emission spectroscopy of the TiF radical in the 407 nm region. Journal of Molecular Spectroscopy, 230(2), pp.139-148.  
[2] Ram, R. and Bernath, P., 2005. Fourier transform emission spectroscopy of the F4Î”â€“X4Î¦ system of TiF. Journal of Molecular Spectroscopy, 231(2), pp.165-170.
[3] Ram, R., Peers, J., Teng, Y., Adam, A., Muntianu, A., Bernath, P. and Davis, S., 1997. Laser and Fourier Transform Emission Spectroscopy of theG4Î¦â€“X4Î¦ System of TiF. Journal of Molecular Spectroscopy, 184(1), pp.186-201.
[4] Koukounas, C., Kardahakis, S. and Mavridis, A., 2004.Â Ab initio investigation of the ground and low-lying states of the diatomic fluorides TiF, VF, CrF, and MnF.",[1] APR-2005 [2] JUN-2005 [3] 1997 [4] 2004,2.0,17.0,4.0,4.0,17.0,4.0,10.5,17.0,4.0,17,4,F,Ti,"Ti
F 1 TiF2
TiF2= 1.8311",F,Transition Metal,Transition Metal-F,Ti\nF 1 TiF2\nTiF2= {0},9.0,22.0,26.0,10.0,6.0,21.0,2.0,0,8.0,16,3.238095238095238,1.3333333333333333,10.5,10.5,0.5461198186882202,3.4602772576868235,0.28899418327781473,11.973518700064643,0.08351763796841118,136.60627060582115,0.007320308178864722,111649.02557572638,2828.1028559615593,0.002992764416,8.95663884967582e-06,0.0003535939288389136,0.00481309944979774,0.06937650502726223,0.11814960340630888,0.0012235330304174257,7.0,2.0,-10.53453724105529,0.604916879165531,1.79,3.6894363119587794
445,LaS,32.0,139.0,26.01169591,X $^2\Sigma^+$,0,456.7,0.965,0.11693,0.00034,0.3,2.3552,5.91,,,,,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",2/1/1975 0:00,3.0,16.0,6.0,3.0,16.0,3.0,9.5,16.0,3.0,16,3,S,La,"La
S 1 LaS2
LaS2= 2.3552",Nonmetal,Lanthanide,Lanthanide-Nonmetal,La\nS 1 LaS2\nLaS2= {0},16.0,57.0,82.0,16.0,9.0,19.0,3.0,0,18.0,9,2.526315789473684,2.0,9.5,9.5,0.42459239130434784,4.450682648301025,0.22468463357676907,19.808576035887825,0.05048318456552699,175.70590821409533,0.005691328255060799,226580.38657505304,5739.348239480706,0.0021008199999999998,4.413444672399999e-06,0.00017423581185073363,0.0045321689544932575,0.06732138556575658,0.08293704927158617,0.0007754683045167022,6.0,3.0,-12.81500399057083,0.85662564955242,2.3384,5.100166262976139
446,LiF,19.0,7.0,5.115384615,X,0,910.34,7.929,1.3452576,0.0202868,1.1754,1.563864,5.91,,,,,,,,,2.0,17.0,2.0,1.0,17.0,1.0,9.0,17.0,1.0,17,1,F,Li,"Li
F 1 LiF2
LiF2= 1.563864",F,Alkali Metal,Alkali Metal-F,Li\nF 1 LiF2\nLiF2= {0},9.0,3.0,4.0,10.0,4.0,18.0,0.0,0,4.0,1,0.9444444444444444,1.0,9.0,9.0,0.6394417928924766,2.9552744434029528,0.33837804885847267,8.733647035830632,0.11449970394926692,116.66955861214674,0.008571216107231314,57026.54822574336,1444.499341317294,0.004187564,1.7535692254096003e-05,0.0006922813817886979,0.0035412855296528462,0.05950870129361627,0.16531840033697345,0.002045881475243821,7.0,1.0,-8.066802963304896,0.44715968182044263,1.509739,2.261721604220997
447,GaF,19.0,69.0,14.89772727,X $^1\Sigma^+$,0,622.2,3.2,0.3595161,0.0028642,5.0,1.774369,5.98,,2.4,0.8902,302.07,1.48,19.0,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",7/1/1976 0:00,2.0,17.0,4.0,13.0,17.0,13.0,15.0,17.0,13.0,17,13,F,Ga,"Ga
F 1 GaF2
GaF2= 1.774369",F,Metal,Metal-F,Ga\nF 1 GaF2\nGaF2= {0},9.0,31.0,38.0,10.0,6.0,30.0,2.0,0,8.0,169,7.366666666666666,1.3333333333333333,15.0,15.0,0.563580630635454,3.353071212628754,0.2982340477093584,11.243086556959664,0.08894354721310785,132.37394558930714,0.007554356679089406,122074.32261765534,3092.1787149893607,0.00286212,8.1917308944e-06,0.00032339657315163964,0.004817873946865732,0.06941090654116061,0.11299196859378349,0.001084371739697552,7.0,3.0,-10.769258697417166,0.573444866767032,1.75,3.859757410770786
448,CSe,78.96,12.011,10.42517462,X,0,1035.36,4.86,0.575,0.00379,7.1,1.67647,5.98,,,,,,,,,4.0,16.0,2.0,14.0,16.0,14.0,15.0,16.0,14.0,16,14,Se,C,"C
Se 1 CSe2
CSe2= 1.67647",Nonmetal,Nonmetal,Nonmetal-Nonmetal,C\nSe 1 CSe2\nCSe2= {0},34.0,6.0,6.010999999999999,44.959999999999994,6.0,30.0,2.0,0,8.0,196,7.466666666666667,1.3333333333333333,15.0,15.0,0.5964914373654167,3.168068928072868,0.31564969787709085,10.036660733020772,0.09963473176989875,125.0703481418497,0.00799550025131329,44086.08886001872,1116.7136763645947,0.004762656,2.2682892174335997e-05,0.0008954846897330477,0.009335584260003544,0.09662082725791342,0.18802212247389855,0.0028369572211082413,6.0,4.0,-10.285903486162324,0.5166903923411341,1.624648,3.228803899279112
449,RhC,12.0,103.0,10.74782609,X $^2\Sigma^+$,0,1049.87,4.937,0.6027,0.00396,7.83,1.6133,6.01,,4.078,0.7497,1056.75,0.33,7.0,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",5/1/1975 0:00,2.0,14.0,5.0,9.0,14.0,9.0,11.5,14.0,9.0,14,9,C,Rh,"Rh
C 1 RhC2
RhC2= 1.6133",Nonmetal,Transition Metal,Transition Metal-Nonmetal,Rh\nC 1 RhC2\nRhC2= {0},6.0,45.0,58.0,6.0,7.0,23.0,3.0,0,10.0,81,5.478260869565218,1.4285714285714286,11.5,11.5,0.6198475175106923,3.0486949373743393,0.32800920411579154,9.294540821171926,0.10759003798467501,120.3576518859545,0.008308570201648293,42875.90349487573,1086.059322958864,0.004829401999999999,2.3323123677603993e-05,0.0009207600163825271,0.009896168526704953,0.0994794879696561,0.19065714893531896,0.002807116400482124,4.0,2.0,-10.445975405778388,0.4782817706899612,1.6011,3.2783877272220256
450,BS,32.0,11.0,8.186046512,X $^2\Sigma^+$,0,1180.17,6.31,0.79489,0.00605,14.0,1.6092,6.01,,0.871,0.0068,629.88,1.47,0.0,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",6/1/1976 0:00,3.0,16.0,2.0,13.0,16.0,13.0,14.5,16.0,13.0,16,13,S,B,"B
S 1 BS2
BS2= 1.6092",Nonmetal,Metalloid,Metalloid-Nonmetal,B\nS 1 BS2\nBS2= {0},16.0,5.0,6.0,16.0,5.0,29.0,1.0,0,6.0,169,7.172413793103448,1.2,14.5,14.5,0.6214267959234402,3.040947060821166,0.3288449223216545,9.247359026716888,0.10813898293673502,120.0517779798413,0.008329739191100666,33930.88563209635,859.4793735691985,0.005428782,2.9471674003524e-05,0.0011634950538106051,0.009524424626975557,0.09759315870989911,0.21431972287901874,0.003538126864165324,6.0,3.0,-9.2219462526645,0.47573716109349606,1.6011,2.8611267906193882
451,BaF,18.998,137.327,16.6891946,X $^2\Sigma^+$,0,468.9,1.79,0.21585,0.0012,1.75,2.1627,6.05,4.85,3.17,0.9541,858.6,0.3,49.0,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",2/1/1976 0:00,2.0,17.0,6.0,2.0,17.0,2.0,9.5,17.0,2.0,17,2,F,Ba,"Ba
F 1 BaF2
BaF2= 2.1627",F,Alkaline Earth Metal,Alkaline Earth Metal-F,Ba\nF 1 BaF2\nBaF2= {0},9.0,56.0,81.327,9.998000000000001,8.0,19.0,4.0,0,12.0,4,1.7894736842105263,1.5,9.5,9.5,0.46238498173579323,4.086910395499587,0.2446836126138653,16.702836580842593,0.059870070281772096,161.3447553051223,0.00619790831198002,214943.27965524804,5444.576877658938,0.00215694,4.6523901636e-06,0.00018366900173700558,0.0030652877119766242,0.05536504052176449,0.08515257806754271,0.0007506387525299999,7.0,2.0,-11.942723202575381,0.7713574410965056,2.1456,4.085241069998196
452,PO,15.999,30.974,10.54974189,X $^2\Pi$,0,1233.34,6.56,0.7337,0.0055,13.0,1.4759,6.15,8.23,1.88,0.6631,247.48,3.42,5.0,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",9/1/1977 0:00,2.0,16.0,3.0,15.0,16.0,15.0,15.5,16.0,15.0,16,15,O,P,"P
O 1 PO2
PO2= 1.4759",Nonmetal,Nonmetal,Nonmetal-Nonmetal,P\nO 1 PO2\nPO2= {0},8.0,15.0,15.974,7.9990000000000006,5.0,31.0,1.0,0,6.0,225,7.741935483870968,1.2,15.5,15.5,0.6775526797208483,2.7890465865435985,0.358545463107261,7.778780861910499,0.12855484911480025,110.1071458615758,0.009082062677904458,31068.386758274282,786.9714300515707,0.005673363999999999,3.218705907649599e-05,0.001270694159678032,0.013405495405733683,0.11578210313227896,0.22397543321352767,0.003544025208590901,6.0,5.0,-9.344976463837645,0.38926797320559314,1.361,3.2480366207910896
453,ScF,19.0,45.0,13.359375,X $^1\Sigma^+$,0,735.6,3.8,0.395,0.00266,,1.7877,6.17,,,,,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",5/1/1975 0:00,2.0,17.0,4.0,3.0,17.0,3.0,10.0,17.0,3.0,17,3,F,Sc,"Sc
F 1 ScF2
ScF2= 1.7877",F,Transition Metal,Transition Metal-F,Sc\nF 1 ScF2\nScF2= {0},9.0,21.0,24.0,10.0,6.0,20.0,2.0,0,8.0,9,2.55,1.3333333333333333,10.0,10.0,0.5593779716954747,3.3782631497824998,0.2960100962130148,11.412661909178377,0.08762197706003824,133.36848340452542,0.007498023329596236,87337.52800192765,2212.2854283877828,0.00338376,1.14498317376e-05,0.00045202123883659827,0.0060387212375826805,0.0777092094772729,0.1335854903529205,0.0015270466940807141,7.0,2.0,-10.370970692716309,0.5809298774389059,1.75,3.6550478793033614
454,YF,18.998,88.906,15.65313786,X $^1\Sigma^+$,0,631.29,2.5,0.29042,0.00163,2.37,1.9257,6.2,,,,,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",12/1/1976 0:00,2.0,17.0,5.0,3.0,17.0,3.0,10.0,17.0,3.0,17,3,F,Y,"Y
F 1 YF2
YF2= 1.9257",F,Transition Metal,Transition Metal-F,Y\nF 1 YF2\nYF2= {0},9.0,39.0,49.906000000000006,9.998000000000001,7.0,20.0,3.0,0,10.0,9,2.55,1.4285714285714286,10.0,10.0,0.5192916861401049,3.6390453362063875,0.27479734590019556,13.24265095896546,0.07551358131379171,143.66375146394506,0.006960698087095181,118584.11501556326,3003.7707236389983,0.002903934,8.432832676355999e-06,0.00033291488998485325,0.005211162668579641,0.07218838319688038,0.11464271914749209,0.0012114923777530428,7.0,2.0,-11.208238428683181,0.655289538003705,1.9102,3.956404663327552
455,PtC,12.011,195.084,11.31439158,X $^1\Sigma^+$,0,1051.13,4.86,0.53044,0.003273,5.46,1.67672,6.28,,0.99,0.8198,787.57,0.24,11.0,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",5/1/1975 0:00,2.0,14.0,6.0,10.0,14.0,10.0,12.0,14.0,10.0,14,10,C,Pt,"Pt
C 1 PtC2
PtC2= 1.67672",Nonmetal,Transition Metal,Transition Metal-Nonmetal,Pt\nC 1 PtC2\nPtC2= {0},6.0,78.0,117.084,6.010999999999999,8.0,24.0,4.0,0,12.0,100,5.833333333333333,1.5,12.0,12.0,0.5964025001192805,3.168541359570013,0.3156026343098469,10.039654347305788,0.09960502278331494,125.08899898978343,0.007994308117228394,42773.17355839433,1083.457143268915,0.004835198000000001,2.3379139699204005e-05,0.0009229714402757872,0.01044286029243684,0.1021903140832674,0.19088596584375386,0.0029244731822157355,4.0,2.0,-11.067749710943087,0.5168395040827672,1.67647,3.3636872000826714
456,PN,14.007,30.974,9.645246171,X $^1\Sigma^+$,0,1337.24,6.983,0.7864854,0.0055364,10.91,1.490866,6.36,11.85,2.7514,0.5743,251.22,3.52,4.0,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",7/1/1977 0:00,2.0,15.0,3.0,15.0,15.0,15.0,15.0,15.0,15.0,15,15,N,P,"P
N 1 PN2
PN2= 1.490866",Nonmetal,Nonmetal,Nonmetal-Nonmetal,P\nN 1 PN2\nPN2= {0},7.0,15.0,15.974,7.007,5.0,30.0,1.0,0,6.0,225,7.5,1.2,15.0,15.0,0.6707510936596582,2.8173282256886703,0.35494621850656366,7.937338331262071,0.12598681803210923,111.22366022228069,0.008990892747114222,26428.08037000724,669.4310961209915,0.006151304,3.7838540900415996e-05,0.0014938057192061815,0.014408123893391325,0.12003384478300828,0.24284374812335427,0.004208541016414739,5.0,5.0,-9.20813633358796,0.3993571591750743,1.361,3.1056796632943326
457,VO,15.999,50.942,12.17521486,X $^4\Sigma^-$,0,1011.3,4.86,0.54825,0.00352,6.0,1.58932,6.41,,,,,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",1/1/1975 0:00,2.0,16.0,4.0,5.0,16.0,5.0,10.5,16.0,5.0,16,5,O,V,"V
O 1 VO2
VO2= 1.58932",Nonmetal,Transition Metal,Transition Metal-Nonmetal,V\nO 1 VO2\nVO2= {0},8.0,23.0,27.942,7.9990000000000006,6.0,21.0,2.0,0,8.0,25,3.8095238095238093,1.3333333333333333,10.5,10.5,0.629199909395213,3.0033793081682174,0.3329582771248122,9.020287268733,0.11086121430592323,118.568662552151,0.008433931685449873,46208.76081496253,1170.4815851044202,0.00465198,2.16409179204e-05,0.0008543491950031737,0.01040188501463168,0.10198963189771634,0.18365280912711868,0.002565934694222705,6.0,2.0,-9.953128125327664,0.46330625179800394,1.5719,3.48930005301923
458,SiS,32.0,28.0,14.93333333,X $^1\Sigma^+$,0,749.64,2.577,0.30352788,0.00147308,2.01,1.929321,6.42,,,,,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",8/1/1977 0:00,3.0,16.0,3.0,14.0,16.0,14.0,15.0,16.0,14.0,16,14,S,Si,"Si
S 1 SiS2
SiS2= 1.929321",Nonmetal,Metalloid,Metalloid-Nonmetal,Si\nS 1 SiS2\nSiS2= {0},16.0,14.0,14.0,16.0,6.0,30.0,0.0,0,9.0,196,7.466666666666667,1.5,15.0,15.0,0.5183170659522184,3.645888034011032,0.2742815990703499,13.292499556544827,0.07523039558858816,143.93389034541724,0.006947634067280245,84096.67646650986,2130.193699993378,0.003448344,1.1891076342335999e-05,0.0004694408776080357,0.00701031710404853,0.08372763644131208,0.13613516447548032,0.0017115288783467748,6.0,4.0,-10.729865200043657,0.6571681275444134,1.9102,3.8643671318858925
459,IrC,12.011,192.217,11.30461243,X$_1$ $^2\Delta_{5/2}$,0,1060.1,4.53,0.5268,0.0032,5.2,1.683,6.45,,,,,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",2/1/1975 0:00,2.0,14.0,6.0,9.0,14.0,9.0,11.5,14.0,9.0,14,9,C,Ir,"Ir
C 1 IrC2
IrC2= 1.683",Nonmetal,Transition Metal,Transition Metal-Nonmetal,Ir\nC 1 IrC2\nIrC2= {0},6.0,77.0,115.21700000000001,6.010999999999999,8.0,23.0,4.0,0,12.0,81,5.478260869565218,1.5,11.5,11.5,0.5941770647653001,3.1804088387782885,0.3144249845514002,10.115000381779062,0.09886307091014825,125.55750828987875,0.00796447790036791,42052.388464908065,1065.1994435629692,0.00487646,2.37798621316e-05,0.0009387913278053502,0.010612672113484567,0.10301782425136229,0.19251492431094483,0.002985740236720541,4.0,2.0,-11.03935138915731,0.520577915208669,1.67647,3.3622332503858208
